verdict	reason	why	seed_id	seed_title	seed_date	seed_cat	seed_blurb	dump_id	dump_title	dump_date	dump_cat	dump_notability
keep-both	distinct event at the same entity	title	seed:california-1848-01-24	California	1848-01-24	event	1848-1855: California Gold Rush.	Q99	California	1850-09-09	founding	1
keep-both	distinct event at the same entity	title	seed:cambodia-1954-12-20	Cambodia	1954-12-20	treaty	France recognizes the independence of the Kingdom of Cambodia. Phnom Penh remains the capital.	Q424	Cambodia	1953-11-09	founding	1
keep-both	distinct event at the same entity	title	seed:cameroon-1961-10-01	Cameroon	1961-10-01	founding	The southern portion of the British Cameroons gains independence from the United Kingdom and unites with the Republic of	Q1009	Cameroon	1960-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:central-african-republic-1958-12-01	Central African Republic	1958-12-01	founding	The French colony of Ubangi-Shari joins the French Community as the Central African Republic.	Q929	Central African Republic	1960-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:central-java-1949-03-02	Central Java	1949-03-02	founding	In the Dutch East Indies, the autonomous state of Central Java is established.	Q3557	Central Java	1950-08-15	founding	0.9
keep-both	distinct event at the same entity	title	seed:chechen-republic-of-ichkeria-1992-03-12	Chechen Republic of Ichkeria	1992-03-12	event	The Chechen Republic changes its name to the Chechen Republic of Ichkeria upon the promulgation of a new constitution.	Q210036	Chechen Republic of Ichkeria	1991-01-01	founding	0.66
keep-both	distinct event at the same entity	title	seed:cisalpine-republic-1797-01-01	Cisalpine Republic	1797-01-01	event	The Cispadane Republic merges with the Transpadane Republic to become the Cisalpine Republic. Milan is the capital.	Q213353	Cisalpine Republic	1797-06-29	founding	0.42
keep-both	distinct event at the same entity	title	seed:cispadane-republic-1796-05-10	Cispadane Republic	1796-05-10	founding	The Cispadane Republic is established in northern Italy as a French client state. Modena is the capital.	Q463289	Cispadane Republic	1796-12-27	founding	0.39
keep-both	distinct event at the same entity	title	seed:congo-free-state-1885-05-02	Congo Free State	1885-05-02	founding	King Leopold II of Belgium establishes the Congo Free State, a private government run by the International African Assoc	Q76048	Congo Free State	1885-07-01	founding	0.66
keep-both	distinct event at the same entity	title	seed:council-of-constance-1415-01-01	Council of Constance	1415-01-01	event	Jan Hus is burned at the stake as a heretic at the Council of Constance.	Q154001	Council of Constance	1414-11-05	event	0.6
keep-both	distinct event at the same entity	title	seed:croatia-1990-12-22	Croatia	1990-12-22	event	The Socialist Republic of Croatia changes its name to the Republic of Croatia.	Q224	Croatia	1991-06-25	founding	1
keep-both	title collision with a same-named settlement	title	seed:cuba-1868-01-01	Cuba	1868-01-01	conflict	Ten Years' War between Cuba and Spain, from 1868 to 1878.	Q1142868	Cuba	1868-01-01	founding	0.34
keep-both	distinct event at the same entity	title	seed:cuba-1895-01-01	Cuba	1895-01-01	founding	Cuban War for Independence results in Cuban independence from Spain, from 1895 to 1898.	Q241	Cuba	1898-12-10	founding	1
keep-both	distinct event at the same entity	title	seed:czechoslovakia-1919-09-10	Czechoslovakia	1919-09-10	treaty	Under the Treaty of Saint-Germain-en-Laye, the independence of Poland, Czechoslovakia, and the Kingdom of Serbs, Croats 	Q33946	Czechoslovakia	1918-10-28	founding	1
keep-both	distinct event at the same entity	title	seed:democratic-kampuchea-1978-12-25	Democratic Kampuchea	1978-12-25	conflict	Vietnam invades Democratic Kampuchea, beginning an occupation of Cambodia lasting more than ten years.	Q330988	Democratic Kampuchea	1976-01-05	founding	0.45
keep-both	distinct event at the same entity	title	seed:democratic-republic-of-yemen-1994-07-07	Democratic Republic of Yemen	1994-07-07	conflict	Yemeni government forces reconquer the Democratic Republic of Yemen.	Q2119459	Democratic Republic of Yemen	1994-05-21	founding	0.2
keep-both	distinct event at the same entity	title	seed:denmark-norway-1537-01-01	Denmark-Norway	1537-01-01	founding	Denmark-Norway emerges as a dual monarchy after the withdrawal of the Kingdom of Sweden from the Kalmar Union.	Q62651	Denmark–Norway	1536-01-01	founding	0.62
keep-both	distinct event at the same entity	title	seed:dutch-republic-1581-01-01	Dutch Republic	1581-01-01	founding	Dutch Act of Abjuration, declaring abjuring allegiance to Philip II of Spain.	Q170072	Dutch Republic	1581-07-26	founding	0.82
keep-both	distinct event at the same entity	title	seed:east-java-1948-11-26	East Java	1948-11-26	founding	In the Dutch East Indies, the autonomous state of East Java is established.	Q3586	East Java	1950-02-25	founding	1
keep-both	distinct event at the same entity	title	seed:empire-of-brazil-1825-08-29	Empire of Brazil	1825-08-29	treaty	The United Kingdom of Portugal, Brazil and the Algarves recognizes the independence of the Empire of Brazil.	Q217230	Empire of Brazil	1822-09-07	founding	0.67
keep-both	distinct event at the same entity	title	seed:empire-of-china-1916-03-22	Empire of China	1916-03-22	event	The Empire of China is abolished.	Q175379	Empire of China	1915-12-12	founding	0.29
keep-both	distinct event at the same entity	title	seed:eritrea-1991-05-24	Eritrea	1991-05-24	founding	The State of Eritrea gains de facto independence from the People's Democratic Republic of Ethiopia following a decades-l	Q986	Eritrea	1993-05-24	founding	1
keep-both	distinct event at the same entity	title	seed:estonia-1917-04-12	Estonia	1917-04-12	event	The Autonomous Governorate of Estonia is created from the Governorate of Estonia and part of the Governorate of Livonia 	Q191	Estonia	1918-02-24	founding	1
keep-both	distinct event at the same entity	title	seed:estonia-1917-11-28	Estonia	1917-11-28	founding	The Provincial Assembly of the Autonomous Governorate of Estonia declares itself the only legally constituted authority 	Q191	Estonia	1918-02-24	founding	1
keep-both	distinct event at the same entity	title	seed:estonia-1918-11-29	Estonia	1918-11-29	founding	The Commune of the Working People of Estonia is established as a puppet state in Soviet Russian-occupied Estonia.	Q191	Estonia	1918-02-24	founding	1
keep-both	distinct event at the same entity	title	seed:far-eastern-republic-1922-11-15	Far Eastern Republic	1922-11-15	event	The Far Eastern Republic is disestablished and merged with the Russian Socialist Federative Soviet Republic.	Q61292	Far Eastern Republic	1920-04-06	founding	0.5
keep-both	distinct event at the same entity	title	seed:faroe-islands-1945-09-16	Faroe Islands	1945-09-16	event	The British occupation of the Faroe Islands ends and is handed back to Denmark.	Q4628	Faroe Islands	1948-04-01	founding	1
keep-both	distinct event at the same entity	title	seed:federal-republic-of-central-america-1821-01-01	Federal Republic of Central America	1821-01-01	founding	The Federal Republic of Central America gained independence from Spain in 1821 and from Mexico in 1823.	Q190025	Federal Republic of Central America	1823-07-01	founding	0.55
keep-both	distinct event at the same entity	title	seed:federation-of-malaya-1948-01-30	Federation of Malaya	1948-01-30	event	In the United Kingdom, the Malayan Union is renamed the Federation of Malaya.	Q1479726	Federation of Malaya	1948-01-01	founding	0.45
keep-both	distinct event at the same entity	title	seed:first-french-empire-1804-01-01	First French Empire	1804-01-01	event	Napoleon Bonaparte crowned himself Emperor of the French.	Q71084	First French Empire	1804-05-18	founding	0.86
keep-both	distinct event at the same entity	title	seed:first-mexican-empire-1821-01-01	First Mexican Empire	1821-01-01	founding	1821-1823: First Mexican Empire, as Mexico's first post-independence government, ruled by Emperor Agustin I of Mexico.	Q285658	First Mexican Empire	1822-05-19	founding	0.53
keep-both	distinct event at the same entity	title	seed:first-republic-of-venezuela-1812-07-28	First Republic of Venezuela	1812-07-28	conflict	The First Republic of Venezuela is crushed by the Spanish Empire.	Q8935	First Republic of Venezuela	1810-01-01	founding	0.16
keep-both	distinct event at the same entity	title	seed:french-guiana-1943-09-01	French Guiana	1943-09-01	event	The French Antilles and Guiana is split into French Guiana, Guadeloupe, Inini, Martinique, and Saint Pierre and Miquelon	Q3769	French Guiana	1946-03-21	founding	1
keep-both	distinct event at the same entity	title	seed:french-guiana-1946-03-19	French Guiana	1946-03-19	event	The French Republic elevates its colony of Guyane (French Guiana) to an overseas department.	Q3769	French Guiana	1946-03-21	founding	1
keep-both	distinct event at the same entity	title	seed:french-second-republic-1848-01-01	French Second Republic	1848-01-01	founding	February Revolution overthrew Louis Philippe's government. The Second Republic was proclaimed; Louis Napoleon, nephew of	Q58326	French Second Republic	1848-02-24	founding	0.64
keep-both	distinct event at the same entity	title	seed:french-third-republic-1870-01-01	French Third Republic	1870-01-01	founding	Napoleon III abdicated after the unsuccessful conclusion of the Franco-Prussian War. The Third Republic was proclaimed.	Q70802	French Third Republic	1870-09-04	founding	0.83
keep-both	distinct event at the same entity	title	seed:gadsden-purchase-1853-06-24	Gadsden Purchase	1853-06-24	treaty	The United States of America makes the Gadsden Purchase, buying a tract of land from Mexico which later becomes the extr	Q827212	Gadsden Purchase	1853-01-01	event	0.38
keep-both	distinct event at the same entity	title	seed:gagauzia-1995-01-14	Gagauzia	1995-01-14	event	The self-proclaimed Gagauz Republic is reintegrated into Moldova as the Autonomous Territorial Unit of Gagauzia.	Q164819	Gagauzia	1994-12-23	founding	0.92
keep-both	distinct event at the same entity	title	seed:ghana-1960-07-01	Ghana	1960-07-01	event	Ghana changes its name to the Republic of Ghana and severs all ties to the British monarchy as a Commonwealth realm, rem	Q117	Ghana	1957-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:granadine-confederation-1858-05-22	Granadine Confederation	1858-05-22	event	The Republic of New Granada becomes the Granadine Confederation.	Q1141215	Granadine Confederation	1858-01-01	founding	0.26
keep-both	distinct event at the same entity	title	seed:grand-duchy-of-finland-1809-03-29	Grand Duchy of Finland	1809-03-29	founding	The Russian Tsar is declared Grand Duke of Finland at the Diet of Porvoo, establishing the Grand Duchy of Finland.	Q62633	Grand Duchy of Finland	1809-10-01	founding	0.62
keep-both	distinct event at the same entity	title	seed:grand-duchy-of-hesse-1806-08-13	Grand Duchy of Hesse	1806-08-13	event	The Grand Duchy of Hesse follows the Landgraviate of Hesse-Darmstadt. Darmstadt is the capital.	Q20135	Grand Duchy of Hesse	1806-01-01	founding	0.43
keep-both	title collision with a same-named settlement	title	seed:greece-1821-01-01	Greece	1821-01-01	conflict	Greek War of Independence against the Ottoman Empire, from 1821 to 1830.	Q2610369	Greece	1822-01-01	founding	0.26
keep-both	distinct event at the same entity	title	seed:greece-1821-01-01	Greece	1821-01-01	conflict	Greek War of Independence against the Ottoman Empire, from 1821 to 1830.	Q41	Greece	1821-03-25	founding	1
keep-both	title collision with a same-named settlement	title	seed:greece-1821-03-25	Greece	1821-03-25	founding	Greece declares its independence from the Ottoman Empire. Nafplion is the capital.	Q2610369	Greece	1822-01-01	founding	0.26
keep-both	distinct event at the same entity	title	seed:guadeloupe-1946-03-19	Guadeloupe	1946-03-19	event	The French Republic elevates its colonies of Guadeloupe and Martinique to overseas departments.	Q17012	Guadeloupe	1946-03-21	founding	1
keep-both	distinct event at the same entity	title	seed:guinea-bissau-1973-09-24	Guinea-Bissau	1973-09-24	founding	PAIGC rebels declare the independence of Portuguese Guinea from Portugal as the Republic of Guinea-Bissau. Madina do Boe	Q1007	Guinea-Bissau	1974-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:guinea-bissau-1973-11-02	Guinea-Bissau	1973-11-02	event	The UN General Assembly recognizes the independence of the Republic of Guinea-Bissau, the first sub-Saharan African stat	Q1007	Guinea-Bissau	1974-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:guinea-bissau-1974-09-10	Guinea-Bissau	1974-09-10	treaty	Following an agreement to end the war on 26 August, Portugal dissolves Portuguese Guinea and recognizes the independence	Q1007	Guinea-Bissau	1974-01-01	founding	1
keep-both	title collision with a same-named settlement	title	seed:hamilton-1815-01-01	Hamilton	1815-01-01	event	The capital of Bermuda is moved from St George to Hamilton.	Q3460721	Hamilton	1813-01-01	founding	0.13
keep-both	distinct event at the same entity	title	seed:hawaii-1959-11-16	Hawaii	1959-11-16	event	Hawaii is admitted to the Union as the 50th State of the United States.	Q782	Hawaii	1959-08-21	founding	1
keep-both	distinct event at the same entity	title	seed:hungarian-state-1849-08-13	Hungarian State	1849-08-13	conflict	The Hungarian State capitulates to the Austrian Empire and the former status quo is restored.	Q18331029	Hungarian State	1849-04-14	founding	0.08
keep-both	distinct event at the same entity	title	seed:hutsul-republic-1919-01-08	Hutsul Republic	1919-01-08	founding	The Hutsul Republic is established.	Q950101	Hutsul Republic	1918-11-08	founding	0.22
keep-both	distinct event at the same entity	title	seed:hutsul-republic-1919-06-11	Hutsul Republic	1919-06-11	event	The Hutsul Republic is disestablished, incorporated into the First Czechoslovak Republic.	Q950101	Hutsul Republic	1918-11-08	founding	0.22
keep-both	distinct event at the same entity	title	seed:india-1950-01-26	India	1950-01-26	event	India adopts a republican constitution and changes its name to the Republic of India, becoming the first republic in the	Q668	India	1947-08-15	founding	1
keep-both	distinct event at the same entity	title	seed:iran-1979-02-11	Iran	1979-02-11	event	Following the overthrow of the Pahlavi dynasty, Iran supersedes the Imperial State of Iran. Tehran remains the capital.	Q794	Iran	1979-04-01	founding	1
keep-both	distinct event at the same entity	title	seed:islamic-state-of-afghanistan-1992-04-24	Islamic State of Afghanistan	1992-04-24	event	An accord between the Mujahideen and Afghan Army factions ends the civil war and creates the Islamic State of Afghanista	Q1415585	Islamic State of Afghanistan	1992-04-26	founding	0.4
keep-both	distinct event at the same entity	title	seed:italian-social-republic-1943-12-01	Italian Social Republic	1943-12-01	event	The National Republican State of Italy is renamed the Italian Social Republic.	Q153660	Italian Social Republic	1943-09-23	founding	0.66
keep-both	distinct event at the same entity	title	seed:italian-social-republic-1945-04-25	Italian Social Republic	1945-04-25	conflict	The Italian Social Republic is recovered from Germany and given to the Kingdom of Italy.	Q153660	Italian Social Republic	1943-09-23	founding	0.66
keep-both	distinct event at the same entity	title	seed:italy-1943-09-03	Italy	1943-09-03	conflict	The Allies begin the invasion of mainland Italy.	Q38	Italy	1946-06-18	founding	1
keep-both	distinct event at the same entity	title	seed:italy-1943-09-08	Italy	1943-09-08	conflict	Italy surrenders to the Allied powers, and is invaded by Germany, beginning the Italian Civil War.	Q38	Italy	1946-06-18	founding	1
keep-both	distinct event at the same entity	title	seed:italy-1946-06-02	Italy	1946-06-02	event	The Kingdom of Italy is renamed the Italian Republic.	Q38	Italy	1946-06-18	founding	1
keep-both	distinct event at the same entity	title	seed:ivory-coast-1958-12-04	Ivory Coast	1958-12-04	event	The French colony of Ivory Coast joins the French Community.	Q1008	Ivory Coast	1960-01-01	founding	1
keep-both	onset of the first Indo-Pakistani war, not the accession (1 days apart)	title	seed:jammu-and-kashmir-1947-10-27	Jammu and Kashmir	1947-10-27	conflict	The princely state of Jammu and Kashmir is divided between the Dominion of India and the Dominion of Pakistan.	Q1180	Jammu and Kashmir	1947-10-26	founding	1
keep-both	distinct event at the same entity	title	seed:jordan-1949-04-03	Jordan	1949-04-03	event	The Hashemite Kingdom of Transjordan is renamed the Hashemite Kingdom of Jordan.	Q810	Jordan	1946-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:kamerun-1884-01-01	Kamerun	1884-01-01	founding	Kamerun is created.	Q668294	Kamerun	1884-07-12	founding	0.45
keep-both	distinct event at the same entity	title	seed:kazakhstan-1991-12-10	Kazakhstan	1991-12-10	event	The Kazakh Soviet Socialist Republic changes its name to the Republic of Kazakhstan.	Q232	Kazakhstan	1991-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:kenya-1964-12-12	Kenya	1964-12-12	event	Kenya is renamed the Republic of Kenya and severs all ties to the British monarchy as a Commonwealth realm, but remains 	Q114	Kenya	1963-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:khedivate-of-egypt-1867-07-08	Khedivate of Egypt	1867-07-08	founding	The partially autonomous Khedivate of Egypt under Ismail Pasha replaces the Ottoman Egypt Eyalet.	Q127861	Khedivate of Egypt	1867-06-08	founding	0.43
keep-both	distinct event at the same entity	title	seed:kingdom-of-bosnia-1377-09-26	Kingdom of Bosnia	1377-09-26	founding	The Kingdom of Bosnia is established.	Q2980623	Kingdom of Bosnia	1377-10-26	founding	0.46
keep-both	distinct event at the same entity	title	seed:kingdom-of-great-britain-1707-01-01	Kingdom of Great Britain	1707-01-01	founding	The Act of Union is passed, merging the Scottish and English Parliaments, thus establishing the Kingdom of Great Britain	Q161885	Kingdom of Great Britain	1707-05-01	founding	0.9
keep-both	distinct event at the same entity	title	seed:kingdom-of-hanover-1815-06-09	Kingdom of Hanover	1815-06-09	treaty	At the Congress of Vienna, Hanover becomes the Kingdom of Hanover and annexes the former territories of the Bishop of Mu	Q164079	Kingdom of Hanover	1814-10-12	founding	0.57
keep-both	distinct event at the same entity	title	seed:kingdom-of-prussia-1701-01-01	Kingdom of Prussia	1701-01-01	founding	Kingdom of Prussia declared under King Frederick I.	Q27306	Kingdom of Prussia	1701-01-18	founding	0.88
keep-both	distinct event at the same entity	title	seed:korean-empire-1897-01-01	Korean Empire	1897-01-01	founding	The Joseon Dynasty becomes the Korean Empire.	Q28233	Korean Empire	1897-10-12	founding	0.63
keep-both	distinct event at the same entity	title	seed:kuwait-1990-08-02	Kuwait	1990-08-02	conflict	Iraq invades Kuwait, beginning a seven-month-long occupation.	Q817	Kuwait	1991-02-26	founding	1
keep-both	distinct event at the same entity	title	seed:kuwait-1990-08-04	Kuwait	1990-08-04	event	The State of Kuwait changes its name to the Republic of Kuwait as a Provisional Government is installed by Iraq.	Q817	Kuwait	1991-02-26	founding	1
keep-both	distinct event at the same entity	title	seed:kuwait-1990-08-28	Kuwait	1990-08-28	event	Iraq annexes the Republic of Kuwait as the Kuwait Governorate and Saddamiyat al-Mitla' District.	Q817	Kuwait	1991-02-26	founding	1
keep-both	distinct event at the same entity	title	seed:kuwait-1994-11-10	Kuwait	1994-11-10	treaty	Iraq recognizes the independence and territorial integrity of Kuwait following a new war scare on their borders.	Q817	Kuwait	1991-02-26	founding	1
keep-both	distinct event at the same entity	title	seed:kyrgyzstan-1990-10-30	Kyrgyzstan	1990-10-30	event	The Kirghiz Soviet Socialist Republic changes its name to the Socialist Republic of Kyrgyzstan.	Q813	Kyrgyzstan	1991-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:kyrgyzstan-1990-12-15	Kyrgyzstan	1990-12-15	event	The Socialist Republic of Kyrgyzstan changes its name to the Republic of Kyrgyzstan.	Q813	Kyrgyzstan	1991-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:liberia-1820-01-01	Liberia	1820-01-01	founding	1820: Liberia founded by the American Colonization Society for freed American slaves.	Q1014	Liberia	1822-01-07	founding	1
keep-both	distinct event at the same entity	title	seed:lithuania-1991-01-13	Lithuania	1991-01-13	conflict	The forces of the Soviet Union withdraw from Lithuania's cities following a failed attempt to overthrow the unrecognized	Q37	Lithuania	1990-03-11	founding	1
keep-both	distinct event at the same entity	title	seed:lithuania-1991-02-11	Lithuania	1991-02-11	event	Iceland becomes the first UN member state to recognize the independence of a Republic of the Soviet Union, Lithuania, wh	Q37	Lithuania	1990-03-11	founding	1
keep-both	distinct event at the same entity	title	seed:los-angeles-1781-01-01	Los Angeles	1781-01-01	founding	The city of Los Angeles is founded by Spanish settlers.	Q65	Los Angeles	1781-09-04	founding	1
keep-both	distinct event at the same entity	title	seed:madagascar-1958-10-15	Madagascar	1958-10-15	founding	The Malagasy Republic (Madagascar) gains autonomy within the French Community. Antananarivo is the capital.	Q1019	Madagascar	1960-01-01	founding	1
keep-both	distinct event at the same entity	title	seed:malawi-1966-07-06	Malawi	1966-07-06	event	Malawi changes its name to the Republic of Malawi and severs all ties to the British monarchy as a Commonwealth realm, b	Q1020	Malawi	1964-07-06	founding	1
keep-both	distinct event at the same entity	title	seed:maldives-1968-11-11	Maldives	1968-11-11	event	The Republic of Maldives supersedes the Sultanate of Maldives as a republic outside the Commonwealth of Nations.	Q826	Maldives	1965-07-26	founding	1
keep-both	distinct event at the same entity	title	seed:mali-federation-1959-04-04	Mali Federation	1959-04-04	founding	In French Africa, the colonies of Senegal and Soudan merge to form the Mali Federation.	Q216632	Mali Federation	1959-01-17	founding	0.42
keep-both	distinct event at the same entity	title	seed:mali-federation-1960-06-20	Mali Federation	1960-06-20	founding	The Mali Federation gains independence from the French Republic. Dakar remains the capital.	Q216632	Mali Federation	1959-01-17	founding	0.42
keep-both	title collision with a same-named settlement	title	seed:malta-1800-09-05	Malta	1800-09-05	conflict	French forces in Malta surrender to the British, and the Maltese islands become a protectorate of the United Kingdom.	Q3708930	Malta	1802-01-01	founding	0.18
keep-both	distinct event at the same entity	title	seed:manila-1571-01-01	Manila	1571-01-01	founding	Spanish conquistador Miguel Lopez de Legazpi establishes Manila, Philippines as the capital of the Spanish East Indies.	Q1461	Manila	1571-06-24	founding	1
keep-both	distinct event at the same entity	title	seed:mataram-sultanate-1587-01-01	Mataram Sultanate	1587-01-01	conflict	Troops that would invade Pajang Mataram Sultanate storm ravaged the eruption of Mount Merapi. Sutawijaya and his men sur	Q402145	Mataram Sultanate	1586-01-01	founding	0.29
keep-both	distinct event at the same entity	title	seed:mataram-sultanate-1588-01-01	Mataram Sultanate	1588-01-01	founding	Mataram into the kingdom with Sutawijaya as Sultan, titled Senapati Ingalaga Sayidin Panatagama.	Q402145	Mataram Sultanate	1586-01-01	founding	0.29
keep-both	distinct event at the same entity	title	seed:moldova-1990-06-23	Moldova	1990-06-23	event	The Moldavian Soviet Socialist Republic changes its name to the Soviet Socialist Republic of Moldova.	Q217	Moldova	1991-08-27	founding	1
keep-both	distinct event at the same entity	title	seed:moldova-1991-05-23	Moldova	1991-05-23	event	The Soviet Socialist Republic of Moldova changes its name to the Republic of Moldova.	Q217	Moldova	1991-08-27	founding	1
keep-both	distinct event at the same entity	title	seed:montenegro-2007-10-22	Montenegro	2007-10-22	event	The Republic of Montenegro changes its name to Montenegro.	Q236	Montenegro	2006-06-03	founding	1
keep-both	distinct event at the same entity	title	seed:morocco-1956-03-02	Morocco	1956-03-02	founding	The Sherifian Empire gains independence from France. Rabat is the capital.	Q1028	Morocco	1956-04-07	founding	1
